ticket_id,pnr,passenger_name,route,start_station,end_station,travel_date,booking_date,class,seat,price,currency,ticket_type,booking_channel,days_until_travel,price_per_km,booking_frequency,time_taken_sec,login_frequency,device_type,ip_change_flag,is_fraud
7785,TM07101408,Laban Kala,Delhi → Bangalore,Delhi,Bangalore,2030-07-28,2025-03-09,Economy,13A,11542.91,INR,flight,official_app,1967,5.3688,2,37,1,unknown,1,1
7786,KX73966050,Arunima Ghosh,Amritsar → Surat,Amritsar,Surat,2026-02-25,2025-12-07,AC 3 Tier,9B,276.19,INR,train,official_website,80,0.2466,3,112,3,tablet,1,1
7787,LF72756106,Eesha Kar,Ahmedabad → Coimbatore,Ahmedabad,Coimbatore,2025-11-20,2025-08-23,Sleeper,S45,109.72,INR,bus,reseller,89,0.2625,3,31,3,mobile,1,1
7788,FH01930485,Charita Sachar,Amritsar → Ahmedabad,Amritsar,Ahmedabad,2027-02-26,2026-12-08,Sleeper,S31,601.74,INR,bus,official_website,80,1.8923,2,57,6,mobile,1,0
7789,ME77462148,Udant Aggarwal,Bangalore → Mumbai,Bangalore,Mumbai,2026-09-14,2026-07-22,Economy,20E,5664.26,INR,flight,official_app,54,5.7799,3,42,7,tablet,0,0
7790,TE69168593,Qarin Om,Amritsar → Mumbai,Amritsar,Mumbai,2026-10-12,2026-11-09,Business,18F,18035.02,INR,flight,official_app,-28,10.132,7,25,5,unknown,0,1
7791,BAAA,Dayita Mannan,Mysore → Indore,Mysore,Indore,2026-07-09,2026-06-03,Economy,9C,4456.8,INR,flight,official_app,36,6.0309,9,48,3,mobile,1,1
7792,CD05890668,Anamika Chhabra,Jaipur → Chandigarh,Jaipur,Chandigarh,2026-07-06,2026-06-04,Economy,23B,3401.15,INR,flight,official_website,32,6.4173,1,119,3,tablet,0,0
7793,TM92255416,Nitara Yadav,Amritsar → Kolkata,Amritsar,Kolkata,2026-08-28,2026-06-06,Economy,22F,5540.61,INR,flight,official_app,83,5.8569,1,40,7,tablet,0,0
7794,FI83745808,Pallavi Sridhar,Surat → Kolkata,Surat,Kolkata,2025-03-19,2025-01-23,Economy,12F,7204.67,INR,flight,official_app,55,5.7135,2,82,1,mobile,0,0
7795,NO42046334,Dhruv Sethi,Jaipur → Chennai,Jaipur,Chennai,2026-09-06,2026-06-28,General,53C,180.37,INR,train,official_app,70,0.5305,1,102,4,tablet,0,0
7796,ET76143796,Noah Dani,Nagpur → Thiruvananthapuram,Nagpur,Thiruvananthapuram,2026-03-23,2026-01-17,Sleeper,S18,2514.16,INR,bus,official_website,65,1.9797,4,95,10,tablet,1,0
7797,MD80473118,Watika Thakkar,Thiruvananthapuram → Amritsar,Thiruvananthapuram,Amritsar,2026-10-28,2026-09-01,Business,14B,14537.94,INR,flight,official_app,57,10.4215,3,105,1,mobile,0,0
7798,RZ55688791,Dipta Yadav,Pune → Jodhpur,Pune,Jodhpur,2026-08-05,2026-06-10,AC Sleeper,S16,1410.61,INR,bus,official_app,56,3.1071,5,50,5,tablet,1,0
7799,ZN03325499,Hemang Chakraborty,Mangalore → Bangalore,Mangalore,Bangalore,2026-05-02,2026-03-21,AC Sleeper,S44,1045.02,INR,bus,official_app,42,2.9858,1,69,3,desktop,0,0
7800,YN87999342,Yasti Sur,Visakhapatnam → Bhubaneswar,Visakhapatnam,Bhubaneswar,2030-10-28,2025-05-27,Sleeper,66B,628.7,INR,train,official_website,1980,0.9687,1,95,3,desktop,1,1
7801,QJ75050717,Anamika Gola,Surat → Ahmedabad,Surat,Ahmedabad,2026-01-22,2025-12-10,Business,30C,4414.74,INR,flight,official_website,43,16.3509,3,88,8,mobile,0,0
7802,RL41856059,Meera Puri,Lucknow → Kochi,Lucknow,Kochi,2026-02-09,2025-12-26,AC Sleeper,S19,32088.0,INR,bus,reseller,45,36.1759,1,119,4,mobile,0,1
7803,#D31B2A,Aachal Ganesh,Pune → Kolkata,Pune,Kolkata,2026-06-05,2026-04-18,Business,28B,13063.3,INR,flight,official_website,48,10.6206,8,66,2,tablet,0,1
7804,ZJ26668024,Parth Yadav,Mumbai → Goa,Mumbai,Goa,2025-10-01,2025-08-23,General,24A,93.85,INR,train,dark_web,39,0.1591,14,10,1,unknown,0,1
7805,TB33961943,Maanas Tiwari,Mangalore → Lucknow,Mangalore,Lucknow,2026-04-22,2026-04-08,AC Sleeper,S40,3004.63,INR,bus,official_app,14,3.0197,2,56,1,mobile,0,0
7806,XB41666571,Upkaar Virk,Mumbai → Bhubaneswar,Mumbai,Bhubaneswar,2027-01-28,2026-11-15,General,59C,929.5,INR,train,official_website,74,0.5024,1,68,6,tablet,0,0
7807,PB94576914,Advika Venkataraman,Amritsar → Agra,Amritsar,Agra,2025-07-05,2025-08-04,Business,11E,4513.24,INR,flight,official_app,-30,16.3523,4,60,2,desktop,1,1
7808,BO35525813,Vasana Dyal,Bhopal → Visakhapatnam,Bhopal,Visakhapatnam,2026-02-26,2026-01-19,First Class,22D,1781.34,INR,train,official_app,38,3.5914,1,56,6,tablet,0,0
7809,XD28336565,Waida Joshi,Ahmedabad → Bhopal,Ahmedabad,Bhopal,2030-09-12,2026-03-17,Economy,29B,4236.97,INR,flight,official_app,1640,6.2308,10,109,2,mobile,0,1
7810,EP19263570,Dominic Sankaran,Indore → Pune,Indore,Pune,2026-04-02,2026-01-09,Sleeper,S26,128.66,INR,bus,dark_web,83,0.3594,22,11,4,unknown,0,1
7811,LX46105586,Rehaan Loke,Pune → Mangalore,Pune,Mangalore,2025-08-05,2025-05-07,AC Seater,S25,38164.76,INR,bus,official_website,90,28.1659,3,112,1,unknown,0,1
7812,NR93227723,Om Raval,Surat → Mangalore,Surat,Mangalore,2025-07-29,2025-07-14,AC 2 Tier,19B,1333.9,INR,train,official_website,15,2.452,4,69,7,mobile,0,0
7813,YJ02193166,Chasmum Keer,Jodhpur → Visakhapatnam,Jodhpur,Visakhapatnam,2025-08-18,2025-08-04,General,S42,772.12,INR,bus,official_app,14,1.1439,2,75,2,tablet,0,0
7814,XZ91207455,Chaitaly Suri,Varanasi → Amritsar,Varanasi,Amritsar,2026-06-09,2026-05-24,AC 2 Tier,15C,1435.75,INR,train,official_website,16,2.7348,2,120,5,mobile,0,0
7815,RZ16732464,Sanaya Basu,Mangalore → Jaipur,Mangalore,Jaipur,2026-04-24,2026-02-09,Economy,22A,1934.73,INR,flight,official_website,74,8.6759,5,58,4,desktop,0,0
7816,JU48948781,Keya Venkatesh,Amritsar → Kolkata,Amritsar,Kolkata,2026-12-18,2026-11-28,Business,21F,5239.9,INR,flight,official_website,20,14.2777,1,76,5,tablet,0,0
7817,XF60515771,Krish Amble,Udaipur → Bhubaneswar,Udaipur,Bhubaneswar,2025-09-12,2025-07-15,Economy,23A,428.57,INR,flight,dark_web,59,0.698,11,12,4,unknown,1,1
7818,VR81415273,Abhimanyu Chandran,Pune → Surat,Pune,Surat,2025-06-19,2025-06-03,Sleeper,10B,13672.31,INR,flight,official_website,16,10.5253,3,53,3,tablet,1,1
7819,JX48019506,Jeevika Master,Bangalore → Agra,Bangalore,Agra,2026-09-08,2026-08-11,Sleeper,S16,4382.47,INR,bus,official_website,28,1.992,4,102,1,mobile,0,0
7820,RO24367093,Vaishnavi Varma,Delhi → Chandigarh,Delhi,Chandigarh,2025-09-09,2025-07-15,Business,12D,4339.94,INR,flight,official_app,56,16.6921,4,109,2,desktop,0,0
7821,UK39754299,Zashil Nair,Indore → Bhubaneswar,Indore,Bhubaneswar,2026-03-27,2026-02-22,Sleeper,S41,1314.18,INR,bus,official_website,33,2.0125,5,63,1,mobile,1,1
7822,AA96359384,Raksha Dey,Lucknow → Mumbai,Lucknow,Mumbai,2025-03-05,2025-02-06,Economy,17C,6848.8,INR,flight,official_website,27,5.7073,3,76,6,mobile,0,0
7823,RJ20334597,Kamala Sibal,Patna → Pune,Patna,Pune,2026-03-09,2026-02-07,General,25C,2216.55,INR,train,official_website,30,2.4492,9,113,1,desktop,1,1
7824,RX80585484,Siddharth Wason,Jodhpur → Mysore,Jodhpur,Mysore,2026-04-17,2026-05-13,AC 2 Tier,29A,2124.97,INR,train,official_app,-26,2.4941,4,73,2,unknown,0,1
7825,YF61582862,Joshua Goyal,Mumbai → Varanasi,Mumbai,Varanasi,2030-11-22,2025-04-29,AC Sleeper,S21,4630.79,INR,bus,reseller,2033,2.9876,10,31,3,unknown,1,1
7826,NF29297449,Kiaan Bajwa,Bhopal → Jaipur,Bhopal,Jaipur,2026-01-14,2026-01-20,General,72B,399.95,INR,train,official_website,-6,0.417,4,25,3,unknown,1,1
7827,HN30761320,Caleb Verma,Patna → Mumbai,Patna,Mumbai,2025-06-27,2025-06-24,Business,22E,16441.1,INR,flight,official_website,3,10.2757,4,119,1,tablet,0,0
7828,NX78024644,Abeer Shere,Kolkata → Kochi,Kolkata,Kochi,2026-03-30,2026-01-23,First Class,33C,774.9,INR,train,official_website,66,3.7617,1,114,3,tablet,0,0
7829,HG34853767,Yashasvi Yadav,Kochi → Udaipur,Kochi,Udaipur,2026-10-05,2026-07-24,Sleeper,S48,662.66,INR,bus,official_website,73,1.9152,8,65,3,unknown,1,1
7830,RJ58979217,Janaki Handa,Mumbai → Lucknow,Mumbai,Lucknow,2025-03-28,2025-02-10,Economy,6D,6845.99,INR,flight,official_website,46,5.705,2,72,7,mobile,0,0
7831,UJ12337890,Ekta Patla,Visakhapatnam → Bhopal,Visakhapatnam,Bhopal,2025-09-20,2025-09-16,General,S15,863.59,INR,bus,reseller,4,2.5178,9,86,2,desktop,0,1
7832,KW48319116,Zayan Buch,Patna → Bangalore,Patna,Bangalore,2026-03-16,2026-01-27,AC Sleeper,S11,6373.77,INR,bus,official_website,48,3.0351,1,46,7,mobile,0,0
7833,IC20665936,Aarush Nath,Varanasi → Mangalore,Varanasi,Mangalore,2026-12-18,2026-12-07,AC Seater,S29,3206.36,INR,bus,official_website,11,2.4532,2,75,9,tablet,0,0
7834,BU55499091,Christopher Garde,Nagpur → Ranchi,Nagpur,Ranchi,2026-10-25,2026-08-18,Sleeper,S40,70.05,INR,bus,reseller,68,0.103,8,102,1,desktop,1,1
7835,DU48681242,Naksh Manda,Mysore → Visakhapatnam,Mysore,Visakhapatnam,2026-09-20,2026-09-14,AC 2 Tier,1B,7380.57,INR,train,official_app,6,15.0317,6,63,2,desktop,0,1
7836,RZ12828267,Rayaan Bora,Patna → Delhi,Patna,Delhi,2026-03-19,2026-01-20,Sleeper,S42,2093.77,INR,bus,official_website,58,1.9941,2,53,8,mobile,0,0
7837,XU73359929,Yatan Merchant,Surat → Ranchi,Surat,Ranchi,2025-03-30,2025-02-21,Economy,23E,6637.56,INR,flight,official_website,37,5.6828,2,40,9,mobile,0,0
7838,TW44225252,Oni Issac,Jodhpur → Surat,Jodhpur,Surat,2025-08-27,2025-07-05,AC Sleeper,S13,1029.43,INR,bus,official_website,53,3.0547,4,46,5,desktop,0,0
7839,XN14330659,Chameli Banerjee,Mangalore → Nagpur,Mangalore,Nagpur,2026-08-08,2026-06-16,General,35A,280.1,INR,train,official_website,53,0.4418,1,59,7,tablet,0,0
7840,IU05522054,Kashish Kapoor,Chennai → Bangalore,Chennai,Bangalore,2026-01-02,2025-10-09,AC Sleeper,S31,277.2,INR,bus,dark_web,85,0.792,11,10,3,unknown,1,1
7841,#4D1111,Pranav Bumb,Bhopal → Jodhpur,Bhopal,Jodhpur,2025-11-22,2025-10-09,AC Sleeper,S4,3550.6,INR,bus,reseller,44,3.0503,5,60,3,desktop,1,1
7842,NF03480092,Darsh Bhasin,Agra → Varanasi,Agra,Varanasi,2025-07-09,2025-04-12,AC 3 Tier,72B,599.77,INR,train,official_website,88,1.7692,5,66,2,desktop,0,0
7843,SQ67122090,Jyoti Anand,Jodhpur → Agra,Jodhpur,Agra,2025-12-26,2025-11-11,Economy,22F,6969.3,INR,flight,official_website,45,5.6661,5,40,9,tablet,0,0
7844,CR49363248,Nicholas Mitter,Ahmedabad → Bhopal,Ahmedabad,Bhopal,2026-12-21,2026-12-14,First Class,65C,2422.33,INR,train,official_website,7,3.5622,5,115,4,tablet,0,0
7845,WF36876876,Nilima Sethi,Kochi → Jaipur,Kochi,Jaipur,2030-09-06,2025-11-04,AC 2 Tier,20A,3167.79,INR,train,official_website,1767,2.5485,1,67,1,desktop,1,1
7846,BL36961152,Pratyush Prasad,Jaipur → Indore,Jaipur,Indore,2026-08-31,2026-07-01,First Class,10C,409.29,INR,train,official_app,61,0.3448,6,30,1,mobile,1,1
7847,RU23626652,Rushil Patel,Mumbai → Goa,Mumbai,Goa,2027-02-25,2026-12-25,General,S41,682.85,INR,bus,official_app,62,1.1574,5,97,5,desktop,0,0
7848,LO89425878,Amrita Wali,Mangalore → Nagpur,Mangalore,Nagpur,2026-11-18,2026-10-30,General,5C,122.03,INR,train,dark_web,19,0.0967,14,15,3,unknown,0,1
7849,VG57581254,Owen Rattan,Agra → Pune,Agra,Pune,2027-01-22,2026-12-15,AC 2 Tier,38C,121.65,INR,train,official_website,38,0.1972,3,29,4,desktop,0,1
7850,1111111111,Chaman Singhal,Mumbai → Agra,Mumbai,Agra,2026-10-16,2026-09-07,Business,17A,13842.46,INR,flight,official_app,39,10.4867,3,91,2,mobile,1,1
7851,XXXXXXXXXX,Ekavir Som,Agra → Varanasi,Agra,Varanasi,2025-08-28,2025-07-23,AC 3 Tier,1D,1733.91,INR,train,official_website,36,1.7802,8,117,4,mobile,1,1
7852,#B1CAD1,Abeer Ganesh,Indore → Patna,Indore,Patna,2025-12-22,2025-09-30,AC 2 Tier,31D,557.68,INR,train,reseller,83,2.6812,2,81,2,tablet,1,1
7853,FA19133706,Damini Singhal,Patna → Goa,Patna,Goa,2030-11-10,2025-09-24,Economy,25A,5210.82,INR,flight,official_app,1873,5.9214,9,66,5,mobile,1,1
7854,DG26347690,Saksham Mital,Chandigarh → Coimbatore,Chandigarh,Coimbatore,2025-07-28,2025-06-02,Sleeper,70B,28.32,INR,train,official_website,56,0.0568,7,99,5,desktop,0,1
7855,WQ78339509,Sachi Toor,Bhubaneswar → Chandigarh,Bhubaneswar,Chandigarh,2026-12-31,2026-11-15,AC 3 Tier,68B,1692.6,INR,train,official_app,46,1.8064,1,86,3,desktop,0,0
7856,DU89800669,Anjali Bhavsar,Mumbai → Agra,Mumbai,Agra,2026-10-28,2026-08-02,General,S30,1572.0,INR,bus,official_website,87,1.1909,1,78,4,mobile,0,0
7857,ZL82808673,Michael Subramaniam,Nagpur → Bhubaneswar,Nagpur,Bhubaneswar,2025-04-06,2025-02-16,Sleeper,S41,5418.78,INR,bus,reseller,49,13.93,10,34,4,mobile,1,1
7858,GX09510414,Jasmit Kothari,Visakhapatnam → Nagpur,Visakhapatnam,Nagpur,2030-12-20,2026-12-30,General,S17,932.77,INR,bus,official_website,1451,1.1882,2,8,4,tablet,0,1
7859,FU79147077,Daniel Bala,Jaipur → Agra,Jaipur,Agra,2025-01-06,2025-01-25,AC 3 Tier,32B,449.33,INR,train,official_website,-19,1.8722,8,119,2,mobile,1,1
7860,FS93461246,Jonathan Dave,Surat → Udaipur,Surat,Udaipur,2026-10-13,2026-09-30,General,S3,602.11,INR,bus,reseller,13,1.2238,4,24,4,tablet,0,1
7861,LZ63117260,Dalaja Balay,Hyderabad → Udaipur,Hyderabad,Udaipur,2025-07-20,2025-06-05,General,55C,246.24,INR,train,official_website,45,0.4945,3,78,1,tablet,0,0
7862,FR07905915,Yash Gulati,Bangalore → Chandigarh,Bangalore,Chandigarh,2026-06-26,2026-05-06,AC Seater,S25,1979.84,INR,bus,official_app,51,2.5383,10,111,1,unknown,1,1
7863,ON99278597,Upasna Setty,Thiruvananthapuram → Kolkata,Thiruvananthapuram,Kolkata,2026-10-19,2026-10-18,Economy,9D,4744.16,INR,flight,official_website,1,6.0205,2,119,6,desktop,0,0
7864,ZO12503153,Kritika Dasgupta,Patna → Kochi,Patna,Kochi,2026-01-20,2025-12-03,General,37C,386.18,INR,train,official_website,48,0.5115,4,102,3,desktop,0,0
7865,ZF63127362,Nisha Dhar,Mysore → Ahmedabad,Mysore,Ahmedabad,2025-03-05,2025-02-22,Business,27E,66104.28,INR,flight,official_app,11,244.8307,9,51,1,tablet,0,1
7866,MV55917651,Azad Rai,Bhopal → Bangalore,Bhopal,Bangalore,2025-04-28,2025-04-07,Economy,3C,7873.93,INR,flight,official_website,21,5.545,1,41,10,desktop,0,0
7867,YZ14461773,Tanveer Vala,Lucknow → Amritsar,Lucknow,Amritsar,2025-09-08,2025-06-14,General,S47,1103.19,INR,bus,official_app,86,1.2565,4,46,2,mobile,0,0
7868,VU75536356,Leela Chander,Mangalore → Surat,Mangalore,Surat,2025-09-06,2025-08-21,AC 3 Tier,45A,197.68,INR,train,official_app,16,0.2528,5,10,1,tablet,0,1
7869,LT92212614,Vamakshi Gade,Agra → Ranchi,Agra,Ranchi,2025-02-02,2025-01-03,Economy,16A,57480.86,INR,flight,official_app,30,52.59,6,32,1,tablet,1,1
7870,YN88201691,Girik Rau,Agra → Mysore,Agra,Mysore,2026-09-10,2026-08-19,AC 3 Tier,65A,1870.34,INR,train,official_website,22,1.7562,5,83,10,mobile,0,0
7871,BV06920855,Balveer Chand,Chandigarh → Lucknow,Chandigarh,Lucknow,2026-07-13,2026-07-08,AC 3 Tier,59C,2536.91,INR,train,official_website,5,1.7954,4,58,3,desktop,0,0
7872,YL08277688,Anmol Batra,Chennai → Kolkata,Chennai,Kolkata,2025-08-15,2025-06-25,Economy,9C,70010.63,INR,flight,official_website,51,42.4307,10,48,1,tablet,1,1
7873,NA21696578,Siddharth Divan,Visakhapatnam → Mysore,Visakhapatnam,Mysore,2026-09-14,2026-08-11,AC Seater,S27,2983.54,INR,bus,official_website,34,2.4336,4,41,2,mobile,0,0
7874,JB37685904,Hritik Dhar,Bangalore → Ahmedabad,Bangalore,Ahmedabad,2026-05-01,2026-02-15,Sleeper,52B,143.45,INR,train,reseller,75,0.1103,7,29,3,unknown,0,1
7875,HK48142776,Gabriel Dhar,Patna → Goa,Patna,Goa,2026-03-04,2026-03-02,Sleeper,S47,1847.02,INR,bus,official_app,2,2.012,3,67,1,unknown,0,1
7876,AB91263029,Avi Agarwal,Pune → Mumbai,Pune,Mumbai,2030-09-16,2026-07-20,Economy,1B,1511.74,INR,flight,official_app,1519,10.0783,2,72,4,unknown,0,1
7877,TU20199188,Hemangini Ram,Goa → Bangalore,Goa,Bangalore,2030-05-26,2025-11-09,First Class,52D,2008.23,INR,train,reseller,1659,3.5861,5,39,4,tablet,1,1
7878,OX83064858,Sarthak Khosla,Thiruvananthapuram → Udaipur,Thiruvananthapuram,Udaipur,2030-04-26,2025-02-07,Economy,27B,4774.28,INR,flight,official_website,1904,6.0587,2,40,3,desktop,1,1
7879,GH57855658,Nikita Shetty,Mangalore → Udaipur,Mangalore,Udaipur,2026-05-17,2026-06-12,Sleeper,58D,709.73,INR,train,official_app,-26,0.8883,7,65,4,mobile,0,1
7880,MG91518735,Peter Gaba,Surat → Bangalore,Surat,Bangalore,2025-04-30,2025-03-15,Sleeper,39A,1237.41,INR,train,official_app,46,0.9899,5,31,5,desktop,0,0
7881,XXXXXXXXXX,Anmol Chadha,Bhopal → Lucknow,Bhopal,Lucknow,2026-11-12,2026-08-30,General,S32,1605.9,INR,bus,official_app,74,1.1765,2,103,5,desktop,0,1
7882,QY04533645,Xalak Munshi,Hyderabad → Thiruvananthapuram,Hyderabad,Thiruvananthapuram,2027-01-22,2026-12-12,AC Sleeper,S17,1915.86,INR,bus,official_website,41,3.0459,4,44,1,tablet,0,0
7883,7226550662,Maanas Dara,Surat → Ranchi,Surat,Ranchi,2026-06-02,2026-05-07,Sleeper,52C,1294.97,INR,train,reseller,26,1.0046,5,38,3,desktop,1,1
7884,ZS83691778,Nachiket Sehgal,Lucknow → Patna,Lucknow,Patna,2025-08-30,2025-06-17,General,S13,430.71,INR,bus,official_website,74,1.0379,4,52,1,desktop,0,0
7885,QH25053665,Dominic Wali,Ranchi → Chandigarh,Ranchi,Chandigarh,2026-12-15,2026-10-01,AC 3 Tier,15C,1801.06,INR,train,official_website,75,1.8119,5,112,7,tablet,0,0
7886,MD81613830,Oscar Varkey,Bhopal → Surat,Bhopal,Surat,2026-03-16,2026-03-02,AC 2 Tier,8C,3420.42,INR,train,official_website,14,2.5506,5,34,9,desktop,0,0
7887,MU03623820,Jagat Balay,Mysore → Bhubaneswar,Mysore,Bhubaneswar,2026-03-31,2026-02-03,Sleeper,22C,9037.11,INR,flight,reseller,56,11.5122,2,88,5,unknown,1,1
7888,RL94395879,Ethan Bahri,Ahmedabad → Udaipur,Ahmedabad,Udaipur,2026-01-01,2025-11-30,Economy,3F,2164.87,INR,flight,official_website,32,8.6595,4,108,7,mobile,0,0
7889,LK57920375,Advika Sarraf,Bhubaneswar → Jodhpur,Bhubaneswar,Jodhpur,2026-03-07,2026-01-01,Sleeper,72B,108.88,INR,train,reseller,65,0.101,5,10,2,unknown,0,1
7890,UT71962235,Lakshmi Raj,Bangalore → Kochi,Bangalore,Kochi,2030-10-15,2026-11-06,Sleeper,S38,1129.79,INR,bus,official_app,1439,1.9149,10,28,3,desktop,1,1
7891,LJ07158953,Faras Zacharia,Pune → Mangalore,Pune,Mangalore,2026-10-14,2026-09-30,AC 3 Tier,25D,1653.57,INR,train,official_website,14,1.7207,2,76,4,desktop,0,0
7892,LN73066494,Xalak Mallick,Ahmedabad → Surat,Ahmedabad,Surat,2026-02-19,2026-01-19,Economy,5A,2077.35,INR,flight,official_website,31,7.6939,1,100,7,mobile,0,0
7893,RP89915949,Anay Mannan,Jodhpur → Goa,Jodhpur,Goa,2026-06-01,2026-04-11,General,45B,317.71,INR,train,official_website,51,0.5961,5,39,9,mobile,1,0
7894,GX66005682,Gabriel Tank,Thiruvananthapuram → Delhi,Thiruvananthapuram,Delhi,2027-02-06,2026-12-06,Sleeper,58A,2935.25,INR,train,official_website,62,1.0122,1,58,6,tablet,0,0
7895,FU05567058,Maya Mody,Nagpur → Lucknow,Nagpur,Lucknow,2026-06-12,2026-05-31,AC Seater,17D,2391.76,INR,train,official_app,12,1.7638,2,83,3,tablet,0,1
7896,CH98621336,Shivani Mani,Agra → Surat,Agra,Surat,2025-09-11,2025-07-13,AC Seater,S41,135.85,INR,bus,reseller,60,0.1405,1,30,4,tablet,0,1
7897,HD80521937,Gayathri Dutta,Kochi → Nagpur,Kochi,Nagpur,2026-02-02,2025-12-28,First Class,25B,5107.27,INR,train,official_website,36,3.5005,5,78,1,mobile,0,0
7898,YK15432201,Harish Grewal,Bangalore → Coimbatore,Bangalore,Coimbatore,2026-07-28,2026-05-20,Business,21E,621.48,INR,flight,official_app,69,1.7263,7,10,4,tablet,0,1
7899,CS41204490,Raagini Purohit,Ahmedabad → Hyderabad,Ahmedabad,Hyderabad,2027-01-22,2026-12-06,AC 2 Tier,72C,414.34,INR,train,dark_web,47,0.4682,18,2,5,unknown,1,1
7900,VZ68357779,Wazir Majumdar,Varanasi → Nagpur,Varanasi,Nagpur,2026-12-10,2026-09-15,Sleeper,S28,2011.02,INR,bus,official_website,86,2.0354,1,64,1,tablet,0,0
7901,UC07260222,Urishilla Sekhon,Delhi → Amritsar,Delhi,Amritsar,2025-10-22,2025-08-18,Sleeper,S27,4166.1,INR,bus,reseller,65,9.258,3,17,4,tablet,1,1
7902,OE94596974,Tanish Mitter,Jaipur → Lucknow,Jaipur,Lucknow,2026-02-08,2026-01-25,Business,24C,7198.64,INR,flight,official_website,14,12.4114,2,102,8,desktop,0,0
7903,AX05795874,Vanya Bala,Kolkata → Mangalore,Kolkata,Mangalore,2030-01-26,2026-09-28,AC Seater,S2,3353.16,INR,bus,official_app,1216,2.5422,6,65,3,tablet,1,1
7904,HB51352783,Priya Nayak,Bhopal → Surat,Bhopal,Surat,2030-01-11,2026-12-09,First Class,60C,3085.76,INR,train,reseller,1129,3.5226,9,104,4,desktop,1,1
7905,HB37546525,Logan Nazareth,Ahmedabad → Mysore,Ahmedabad,Mysore,2026-01-04,2025-12-25,AC 3 Tier,59A,1361.42,INR,train,official_website,10,1.8152,5,15,4,mobile,1,1
7906,XO73316888,Isha Kadakia,Bangalore → Mysore,Bangalore,Mysore,2026-07-20,2026-05-02,Sleeper,55B,182.4,INR,train,official_website,79,1.216,5,89,1,mobile,0,0
7907,DL93745133,Manthan Karnik,Amritsar → Kochi,Amritsar,Kochi,2025-02-28,2025-02-21,General,S18,411.8,INR,bus,official_app,7,1.1376,1,89,9,tablet,0,0
7908,UH48085540,Harsh Gour,Delhi → Ranchi,Delhi,Ranchi,2026-03-24,2026-01-22,AC Seater,13C,13471.64,INR,flight,reseller,61,10.5247,9,112,4,mobile,1,1
7909,KD21645007,Ekani Iyer,Varanasi → Udaipur,Varanasi,Udaipur,2025-10-27,2025-10-15,Economy,30C,7443.22,INR,flight,official_app,12,5.6006,3,64,3,tablet,0,0
7910,ZY93155678,Anvi Wason,Agra → Surat,Agra,Surat,2026-04-27,2026-03-30,General,13D,245.96,INR,train,official_website,28,0.44,5,39,5,tablet,0,0
7911,IG96155347,Zilmil Doshi,Jodhpur → Jaipur,Jodhpur,Jaipur,2025-05-07,2025-03-28,Business,9D,5022.53,INR,flight,official_app,40,14.7721,5,115,1,tablet,0,0
7912,QZ28170844,Aryan Chahal,Varanasi → Mangalore,Varanasi,Mangalore,2026-09-18,2026-09-10,Economy,19D,3517.96,INR,flight,official_website,8,6.4079,2,47,3,mobile,0,1
7913,TT21205774,Faris Srinivas,Udaipur → Surat,Udaipur,Surat,2026-07-15,2026-05-20,Business,2D,10190.68,INR,flight,official_website,56,11.1374,2,72,10,tablet,0,0
7914,UT04517799,Yashica Shankar,Agra → Udaipur,Agra,Udaipur,2025-06-07,2025-06-09,Economy,11D,6694.63,INR,flight,official_app,-2,5.64,5,100,2,unknown,0,1
7915,2668655679,Oviya Arya,Pune → Ahmedabad,Pune,Ahmedabad,2025-10-01,2025-08-23,Sleeper,63A,389.41,INR,train,official_website,39,1.0877,8,61,3,tablet,0,1
7916,FK23540353,Radhika Nair,Varanasi → Bangalore,Varanasi,Bangalore,2025-06-24,2025-05-12,Economy,6A,107344.43,INR,flight,reseller,43,49.9276,9,63,1,unknown,1,1
7917,HW05791851,Kala Jani,Ranchi → Thiruvananthapuram,Ranchi,Thiruvananthapuram,2025-11-20,2025-09-27,Business,17D,14092.55,INR,flight,official_website,54,10.4777,2,48,4,tablet,0,0
7918,PN93125222,Anita Chanda,Mumbai → Jaipur,Mumbai,Jaipur,2026-02-21,2025-11-27,AC Seater,S49,2930.5,INR,bus,official_website,86,2.5483,5,102,7,desktop,0,0
7919,IH70835262,Quincy Din,Mangalore → Chennai,Mangalore,Chennai,2026-03-15,2026-02-14,Business,1A,656.35,INR,flight,official_app,29,0.8991,8,61,5,tablet,0,1
7920,AX79010072,Panini Pradhan,Bangalore → Lucknow,Bangalore,Lucknow,2025-08-29,2025-08-19,Economy,11F,1297.79,INR,flight,official_app,10,0.6489,7,119,1,mobile,1,1
7921,IC96100024,Bachittar Batra,Surat → Bangalore,Surat,Bangalore,2026-08-03,2026-07-14,Economy,6E,678.42,INR,flight,official_app,20,0.5427,5,89,4,mobile,1,1
7922,EP86010741,Advika Misra,Visakhapatnam → Jodhpur,Visakhapatnam,Jodhpur,2025-06-26,2025-06-02,AC 2 Tier,18C,581.76,INR,train,official_website,24,2.3553,4,113,7,mobile,0,0
7923,LG53054701,Reyansh Khurana,Udaipur → Varanasi,Udaipur,Varanasi,2030-08-18,2025-04-18,AC 2 Tier,72D,913.9,INR,train,official_website,1948,2.3195,4,29,3,tablet,1,1
